Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
Colares,Total,M,4060,3514,546,258,25,2,6,4,13,25,1,7,0,8,2,64,5,15,3,35,130,3,71,6,2,39,3,139,4,14,4,106,5,18,0,6,0,1,1,1,111105,Sintra,Grande Lisboa
Colares,0 - 4 anos,H,145,133,12,7,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,0 - 4 anos,M,143,126,17,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,8,0,1,0,6,1,2,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,5 - 9 anos,H,187,167,20,10,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,6,0,1,0,5,0,2,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,5 - 9 anos,M,176,156,20,14,2,0,2,0,1,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,10 - 14 anos,H,205,189,16,9,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,10 - 14 anos,M,194,181,13,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,1,0,0,1,0,5,0,1,0,4,0,1,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,15 - 19 anos,H,210,197,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,1,8,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,15 - 19 anos,M,195,186,9,6,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,20 - 24 anos,H,177,157,20,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,1,0,0,0,0,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,20 - 24 anos,M,188,167,21,11,2,0,0,1,1,0,0,1,0,1,0,2,0,1,0,1,2,0,0,1,0,1,0,7,0,0,0,7,0,1,0,0,0,0,1,0,111105,Sintra,Grande Lisboa
Colares,25 - 29 anos,H,176,151,25,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,15,0,0,0,13,1,1,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,25 - 29 anos,M,170,141,29,15,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,2,3,0,0,1,0,1,0,10,0,0,0,10,0,1,0,0,0,1,0,0,111105,Sintra,Grande Lisboa
Colares,30 - 34 anos,H,166,141,25,15,4,0,1,0,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,0,0,0,8,0,0,0,7,0,1,0,1,0,0,0,1,111105,Sintra,Grande Lisboa
Colares,30 - 34 anos,M,175,134,41,19,1,0,0,0,1,3,0,0,0,0,1,8,0,2,0,1,4,0,2,1,0,0,0,12,0,0,0,9,2,5,0,2,0,0,0,1,111105,Sintra,Grande Lisboa
Colares,35 - 39 anos,H,236,191,45,24,2,0,0,0,0,2,0,0,0,0,0,12,0,0,0,2,5,1,2,1,1,0,0,14,1,2,1,8,2,1,0,0,0,0,0,1,111105,Sintra,Grande Lisboa
Colares,35 - 39 anos,M,249,193,56,36,2,1,0,0,0,5,0,2,0,0,0,11,0,4,0,5,1,0,1,0,0,0,0,18,1,2,0,15,0,1,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,40 - 44 anos,H,268,216,52,29,0,0,0,0,1,5,0,0,0,0,0,14,0,1,0,4,4,1,1,0,1,1,0,17,0,2,2,13,0,2,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,40 - 44 anos,M,266,215,51,32,3,0,0,1,0,3,1,0,0,0,1,13,0,0,1,2,3,0,0,0,1,2,0,15,0,3,1,10,0,1,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,45 - 49 anos,H,280,243,37,17,2,0,0,0,0,2,0,0,0,0,0,6,0,1,0,2,13,0,10,0,0,3,0,7,0,1,0,6,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,45 - 49 anos,M,321,265,56,22,1,0,0,0,2,2,0,1,0,0,0,7,1,1,0,4,17,2,11,0,0,4,0,17,0,2,2,13,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,50 - 54 anos,H,248,208,40,14,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,3,22,0,10,3,0,8,0,3,0,0,0,3,0,1,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,50 - 54 anos,M,294,237,57,21,2,0,0,0,2,6,0,0,0,0,0,4,0,1,0,4,23,0,11,1,0,11,0,11,2,0,0,8,1,2,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,55 - 59 anos,H,295,258,37,16,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,12,0,6,0,1,5,0,8,0,0,0,8,0,1,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,55 - 59 anos,M,298,253,45,19,3,0,0,1,0,1,0,1,0,0,0,4,1,0,0,6,15,0,10,0,0,4,0,10,1,1,0,6,0,1,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,60 - 64 anos,H,267,242,25,11,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,9,0,4,0,0,5,0,3,0,1,0,2,0,2,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,60 - 64 anos,M,258,223,35,16,1,0,2,0,0,2,0,0,0,1,0,2,0,0,0,7,14,0,9,0,0,4,1,5,0,2,0,2,1,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,65 - 69 anos,H,220,190,30,16,2,0,0,0,3,1,0,0,0,1,0,0,0,0,1,3,10,0,7,0,0,1,0,3,0,1,0,2,0,1,0,0,1,0,0,0,111105,Sintra,Grande Lisboa
Colares,65 - 69 anos,M,272,242,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,15,0,9,1,0,3,1,7,0,0,0,7,0,1,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,70 - 74 anos,H,219,204,15,8,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,70 - 74 anos,M,276,248,28,13,3,0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,11,1,4,0,1,4,0,3,0,0,1,1,0,1,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,75 - 79 anos,H,174,157,17,11,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4,0,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,75 - 79 anos,M,178,165,13,7,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,80 - 84 anos,H,97,92,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,80 - 84 anos,M,145,134,11,6,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,111105,Sintra,Grande Lisboa
Colares,85 e mais anos,H,116,112,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,111105,Sintra,Grande Lisboa
Colares,85 e mais anos,M,262,248,14,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,111105,Sintra,Grande Lisboa
Rio de Mouro,Total,H,23265,18888,4377,564,40,2,11,7,32,133,3,15,6,7,2,31,7,17,21,103,2550,20,1075,620,284,283,161,1045,5,20,4,959,40,215,27,48,72,8,14,3,111108,Sintra,Grande Lisboa
Rio de Mouro,Total,M,26224,20696,5528,595,31,1,12,7,30,144,2,13,3,9,6,44,4,25,22,124,3350,33,1438,858,325,368,219,1402,8,16,6,1285,56,178,11,43,43,10,7,3,111108,Sintra,Grande Lisboa
Rio de Mouro,0 - 4 anos,H,1295,1237,58,15,0,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,20,0,14,3,1,0,1,21,0,4,0,17,0,2,2,0,0,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,0 - 4 anos,M,1209,1157,52,19,0,0,2,0,2,1,1,0,0,0,0,2,0,0,2,1,15,0,8,2,2,0,1,16,0,1,0,14,1,2,0,0,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,5 - 9 anos,H,1244,1082,162,33,1,0,1,0,4,6,2,0,0,1,0,0,1,2,3,2,58,0,36,9,5,1,4,63,2,0,0,56,4,8,0,0,1,1,4,0,111108,Sintra,Grande Lisboa
Rio de Mouro,5 - 9 anos,M,1199,1060,139,23,0,0,1,0,0,4,0,2,0,0,1,0,1,0,2,4,54,0,36,9,2,3,2,53,0,1,0,49,1,9,0,1,3,1,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,10 - 14 anos,H,1376,1206,170,31,1,1,1,0,5,4,0,2,0,1,0,2,0,1,0,5,85,0,44,22,8,4,5,42,0,1,0,39,2,12,0,4,5,0,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,10 - 14 anos,M,1405,1238,167,22,0,0,1,0,3,4,0,3,0,1,0,1,1,0,1,3,82,1,39,18,10,1,5,55,0,0,0,50,3,8,0,1,2,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,15 - 19 anos,H,1503,1302,201,20,2,0,1,0,0,4,0,0,0,0,0,3,0,2,0,3,102,0,30,34,18,1,13,73,0,2,0,69,2,6,0,4,1,0,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,15 - 19 anos,M,1480,1278,202,16,1,0,1,0,1,2,0,1,0,0,0,1,0,0,2,2,124,2,40,43,22,2,9,57,0,1,0,53,1,5,1,1,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,20 - 24 anos,H,1601,1262,339,50,2,0,1,0,1,4,0,2,1,0,0,2,0,3,6,15,177,1,52,72,27,3,9,96,0,1,0,91,3,16,0,6,7,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,20 - 24 anos,M,1627,1294,333,35,5,0,0,0,1,5,0,1,0,0,0,2,0,0,1,7,190,0,62,73,24,5,16,101,0,0,0,99,2,6,1,1,1,1,0,1,111108,Sintra,Grande Lisboa
Rio de Mouro,25 - 29 anos,H,1564,1114,450,55,4,0,0,0,2,4,0,1,1,0,1,4,0,2,6,13,236,2,77,85,42,4,18,131,0,1,0,121,7,28,4,4,16,1,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,25 - 29 anos,M,1644,1181,463,50,2,0,1,0,0,12,0,0,1,1,0,2,0,0,6,14,251,2,64,106,36,3,26,148,0,2,0,138,3,14,6,0,2,2,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,30 - 34 anos,H,1525,1099,426,42,3,0,1,0,1,9,1,1,0,1,0,1,0,0,6,7,210,2,71,75,28,1,23,135,0,4,1,123,4,39,14,3,13,4,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,30 - 34 anos,M,1737,1198,539,53,0,1,1,1,5,11,0,1,0,0,1,4,0,4,5,8,293,2,91,120,35,6,31,166,2,5,2,146,11,25,2,4,7,5,2,2,111108,Sintra,Grande Lisboa
Rio de Mouro,35 - 39 anos,H,1588,1226,362,43,0,1,1,2,1,6,0,1,1,0,0,4,0,0,0,14,159,1,50,49,25,4,22,132,1,1,2,118,9,28,4,3,12,1,3,0,111108,Sintra,Grande Lisboa
Rio de Mouro,35 - 39 anos,M,1771,1277,494,52,4,0,0,2,1,7,0,1,1,0,1,5,0,1,1,14,216,6,74,67,38,4,20,209,0,1,1,192,10,17,0,6,1,1,2,0,111108,Sintra,Grande Lisboa
Rio de Mouro,40 - 44 anos,H,1805,1409,396,70,8,0,0,1,3,16,0,1,1,0,0,7,2,2,0,13,189,4,71,42,24,18,16,123,0,1,0,121,1,14,3,4,2,1,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,40 - 44 anos,M,2145,1566,579,91,9,0,1,1,4,22,0,2,1,1,1,15,1,2,0,21,281,6,99,83,35,22,28,192,0,1,0,184,4,15,0,7,5,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,45 - 49 anos,H,1918,1425,493,86,9,0,2,0,1,38,0,2,1,1,1,5,0,2,0,19,295,2,162,29,23,60,9,93,1,3,0,83,4,18,0,8,4,0,1,1,111108,Sintra,Grande Lisboa
Rio de Mouro,45 - 49 anos,M,2249,1612,637,104,4,0,1,1,3,51,0,1,0,2,0,8,0,7,2,15,377,5,208,50,31,54,18,140,1,1,0,132,2,16,0,8,1,0,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,50 - 54 anos,H,1780,1336,444,50,3,0,1,0,4,24,0,1,1,0,0,3,2,1,0,4,317,5,165,46,28,55,10,66,1,0,0,58,3,10,0,6,0,0,1,1,111108,Sintra,Grande Lisboa
Rio de Mouro,50 - 54 anos,M,2087,1509,578,58,6,0,1,1,2,17,0,0,0,2,1,3,1,5,0,11,417,4,205,86,30,65,20,91,4,1,0,78,7,12,0,6,2,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,55 - 59 anos,H,1535,1253,282,23,1,0,0,1,0,9,0,0,0,1,0,0,0,1,0,3,218,2,90,40,27,38,10,32,0,0,1,29,0,8,0,3,1,0,0,1,111108,Sintra,Grande Lisboa
Rio de Mouro,55 - 59 anos,M,1816,1407,409,24,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,7,315,1,145,64,25,54,20,60,0,0,1,55,3,10,1,3,2,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,60 - 64 anos,H,1292,1050,242,18,3,0,1,2,0,2,0,1,0,0,0,0,0,0,0,2,197,1,96,39,14,36,6,18,0,0,0,17,1,9,0,0,4,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,60 - 64 anos,M,1528,1184,344,16,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,7,265,1,130,53,22,45,8,51,1,0,2,41,4,12,0,2,4,0,1,0,111108,Sintra,Grande Lisboa
Rio de Mouro,65 - 69 anos,H,1043,874,169,14,2,0,0,1,0,3,0,1,0,1,0,0,2,0,0,2,139,0,57,40,9,21,9,10,0,1,0,9,0,6,0,1,2,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,65 - 69 anos,M,1284,1031,253,10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,205,1,96,47,8,41,6,30,0,1,0,24,3,8,0,1,2,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,70 - 74 anos,H,842,755,87,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,75,0,27,19,4,17,5,6,0,1,0,4,0,3,0,0,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,70 - 74 anos,M,1076,938,138,10,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,3,101,0,55,15,2,22,3,17,0,1,0,15,1,10,0,1,4,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,75 - 79 anos,H,641,591,50,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,40,0,18,9,1,9,1,2,0,0,0,2,0,4,0,2,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,75 - 79 anos,M,796,713,83,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,69,1,38,9,2,16,1,6,0,0,0,6,0,4,0,0,3,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,80 - 84 anos,H,430,407,23,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,14,0,5,5,0,4,0,1,0,0,0,1,0,3,0,0,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,80 - 84 anos,M,578,526,52,5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,38,0,21,5,1,7,3,5,0,0,0,4,0,4,0,1,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,85 e mais anos,H,283,260,23,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,10,2,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,111108,Sintra,Grande Lisboa
Rio de Mouro,85 e mais anos,M,593,527,66,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,57,1,27,8,0,18,2,5,0,0,0,5,0,1,0,0,1,0,0,0,111108,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,Total,H,19152,14851,4301,389,37,1,6,3,23,80,0,10,4,12,1,36,1,9,19,73,2934,14,861,955,558,212,201,746,0,9,4,690,26,230,32,30,99,16,27,2,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,Total,M,22171,16604,5567,414,28,2,6,5,24,87,0,6,6,4,4,45,1,22,12,89,3992,22,1152,1448,637,280,339,976,4,13,4,892,50,182,11,29,70,11,18,3,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,0 - 4 anos,H,989,948,41,15,1,0,2,0,3,1,0,2,0,0,0,0,0,0,1,0,13,0,5,4,1,0,3,11,0,0,0,11,0,2,0,0,2,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,0 - 4 anos,M,890,842,48,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,19,0,6,9,2,0,1,20,0,4,0,16,0,2,0,0,1,1,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,5 - 9 anos,H,920,773,147,18,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,2,81,0,30,23,15,0,8,41,0,0,0,38,2,7,2,0,4,0,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,5 - 9 anos,M,935,799,136,17,3,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,76,1,27,23,14,1,6,41,0,1,1,38,1,2,0,0,0,0,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,10 - 14 anos,H,994,838,156,16,4,0,0,0,3,1,0,0,1,1,0,0,0,0,1,2,99,0,31,37,21,1,4,37,0,0,1,33,1,4,1,0,0,0,2,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,10 - 14 anos,M,967,778,189,21,0,0,0,0,4,1,0,1,1,0,0,4,0,0,0,2,124,0,29,40,33,1,16,38,0,0,1,34,2,6,1,1,1,1,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,15 - 19 anos,H,1143,890,253,17,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,172,0,38,61,45,1,9,50,0,2,0,45,2,14,0,5,2,2,4,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,15 - 19 anos,M,1108,845,263,11,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,201,2,48,86,32,0,25,44,1,3,0,39,1,7,0,0,1,0,4,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,20 - 24 anos,H,1337,971,366,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,271,1,53,111,67,6,18,71,0,1,0,68,0,9,1,0,7,1,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,20 - 24 anos,M,1390,980,410,27,1,0,0,0,0,3,0,0,1,0,0,2,0,1,3,8,309,1,67,149,58,5,21,68,0,1,0,63,3,6,1,1,0,1,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,25 - 29 anos,H,1376,923,453,37,1,0,0,1,0,5,0,2,1,0,0,2,0,0,8,8,305,2,50,130,86,1,20,79,0,1,0,74,4,32,5,5,16,2,3,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,25 - 29 anos,M,1445,925,520,38,2,1,2,0,1,3,0,0,0,0,0,6,0,2,3,12,359,3,60,178,70,3,34,107,0,1,0,100,5,16,3,4,5,2,2,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,30 - 34 anos,H,1239,806,433,24,2,1,1,0,1,2,0,1,0,4,0,0,0,3,2,4,273,3,62,112,61,0,27,99,0,1,0,91,5,37,13,2,16,3,2,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,30 - 34 anos,M,1397,825,572,38,1,0,1,0,1,4,0,1,0,1,1,6,0,2,3,10,399,2,68,183,80,4,50,106,0,0,0,101,5,28,4,6,12,2,2,1,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,35 - 39 anos,H,1150,758,392,46,1,0,0,0,3,12,0,2,1,2,0,9,0,0,2,11,204,2,37,83,43,2,23,104,0,0,1,93,6,37,5,3,13,4,7,1,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,35 - 39 anos,M,1315,806,509,32,2,0,0,0,0,10,0,3,1,0,1,5,0,3,0,4,324,1,69,131,72,1,34,141,2,2,0,127,10,12,0,2,5,0,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,40 - 44 anos,H,1267,905,362,46,10,0,0,1,2,7,0,0,1,1,0,11,0,1,0,6,203,1,59,56,52,8,13,88,0,0,0,85,2,25,3,6,10,3,2,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,40 - 44 anos,M,1498,984,514,56,5,0,1,1,2,15,0,0,0,0,1,12,0,1,0,13,333,7,94,103,75,13,29,109,0,1,0,103,4,15,0,3,5,3,4,1,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,45 - 49 anos,H,1381,954,427,71,10,0,1,1,2,22,0,0,0,0,0,10,0,1,0,14,288,3,126,53,43,35,16,59,0,3,0,52,2,9,0,1,3,1,4,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,45 - 49 anos,M,1656,1070,586,59,9,0,1,2,3,18,0,0,0,0,0,6,0,3,0,9,392,3,144,105,54,46,31,122,1,0,0,111,4,13,0,2,2,1,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,50 - 54 anos,H,1399,1023,376,42,4,0,0,0,1,16,0,0,0,3,0,3,0,0,0,8,280,1,113,68,40,34,15,41,0,0,0,39,1,13,0,4,3,0,2,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,50 - 54 anos,M,1716,1173,543,55,2,1,0,1,1,19,0,0,2,1,0,1,0,4,0,9,407,1,143,130,48,40,39,67,0,0,1,59,6,14,0,6,4,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,55 - 59 anos,H,1294,989,305,15,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,7,249,1,74,72,37,36,22,28,0,0,1,26,0,13,1,2,5,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,55 - 59 anos,M,1566,1176,390,17,0,0,0,0,2,1,0,0,0,1,0,3,0,2,0,7,312,1,116,103,34,38,17,52,0,0,0,49,3,8,1,0,3,0,0,1,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,60 - 64 anos,H,1090,869,221,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,189,0,65,57,21,34,9,16,0,0,0,15,1,7,1,2,3,0,0,1,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,60 - 64 anos,M,1315,1020,295,13,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,6,245,0,84,73,37,32,14,27,0,0,0,24,3,10,1,2,3,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,65 - 69 anos,H,991,830,161,8,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,134,0,54,36,19,16,7,14,0,0,0,14,0,5,0,0,4,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,65 - 69 anos,M,1335,1106,229,9,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,5,190,0,70,56,13,34,11,20,0,0,0,15,3,10,0,0,6,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,70 - 74 anos,H,990,896,94,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79,0,28,23,5,18,3,4,0,0,1,3,0,8,0,0,4,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,70 - 74 anos,M,1312,1180,132,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,106,0,36,30,10,23,5,8,0,0,0,8,0,13,0,1,8,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,75 - 79 anos,H,785,723,62,5,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,51,0,18,17,2,11,2,1,0,0,0,1,0,5,0,0,4,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,75 - 79 anos,M,1034,943,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,39,20,2,14,2,2,0,0,0,2,0,10,0,0,6,0,1,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,80 - 84 anos,H,530,502,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,8,6,0,5,1,3,0,1,0,2,0,2,0,0,2,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,80 - 84 anos,M,712,642,70,7,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,54,0,21,14,1,13,2,4,0,0,1,3,0,5,0,1,4,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,85 e mais anos,H,277,253,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21,0,10,6,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,111122,Sintra,Grande Lisboa
União das freguesias de Agualva e Mira-Sintra,85 e mais anos,M,580,510,70,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,63,0,31,15,2,12,2,0,0,0,0,0,0,5,0,0,4,0,0,0,111122,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",Total,H,8440,7601,839,247,9,2,4,4,4,45,3,11,5,1,0,51,2,4,8,33,211,4,102,31,9,38,13,286,1,3,2,275,3,95,2,9,18,41,0,0,111123,Sintra,Grande Lisboa
